Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Punjab,Pakistan,"2020-06-22 04:33:20",30.811346,72.13913199999998,66943,1435,19100,46408,"Punjab, Pakistan",60.85038999497893,2.143614716998043
Sindh,Pakistan,"2020-06-22 04:33:20",26.009446,68.77680699999999,69628,1089,36278,32261,"Sindh, Pakistan",145.40351218353754,1.564025966565175
"Azad Jammu and Kashmir",Pakistan,"2020-06-23 04:33:22",34.027401,73.947253,869,22,350,497,"Azad Jammu and Kashmir, Pakistan",21.481369052886684,2.5316455696202533
Balochistan,Pakistan,"2020-06-23 04:33:22",28.328492,65.898403,9587,104,3670,5813,"Balochistan, Pakistan",77.66269552983019,1.0848023364973403
Gilgit-Baltistan,Pakistan,"2020-06-23 04:33:22",35.792146,74.982138,1326,22,946,358,"Gilgit-Baltistan, Pakistan",130.8229017032629,1.6591251885369533
Islamabad,Pakistan,"2020-06-23 04:33:22",33.665087,73.121219,11219,106,5012,6101,"Islamabad, Pakistan",559.1127554854747,0.9448257420447456
"Khyber Pakhtunkhwa",Pakistan,"2020-06-23 04:33:22",34.485332,72.09169,22633,843,6869,14921,"Khyber Pakhtunkhwa, Pakistan",74.14973922768884,3.724649847567711
Punjab,Pakistan,"2020-06-23 04:33:22",30.811346,72.13913199999998,68308,1495,19580,47233,"Punjab, Pakistan",62.09115874366283,2.1886162674942904
Sindh,Pakistan,"2020-06-23 04:33:22",26.009446,68.77680699999999,71092,1103,37044,32945,"Sindh, Pakistan",148.46076992233083,1.5515107185055983
"Azad Jammu and Kashmir",Pakistan,"2020-06-24 04:33:28",34.027401,73.947253,892,23,366,503,"Azad Jammu and Kashmir, Pakistan",22.049920822986103,2.57847533632287
Balochistan,Pakistan,"2020-06-24 04:33:28",28.328492,65.898403,9634,106,3694,5834,"Balochistan, Pakistan",78.04343472769209,1.100269877517127
Gilgit-Baltistan,Pakistan,"2020-06-24 04:33:28",35.792146,74.982138,1337,23,961,353,"Gilgit-Baltistan, Pakistan",131.90815956052975,1.7202692595362752
Islamabad,Pakistan,"2020-06-24 04:33:28",33.665087,73.121219,11483,108,5012,6363,"Islamabad, Pakistan",572.2695223495593,0.9405207698336672
"Khyber Pakhtunkhwa",Pakistan,"2020-06-24 04:33:28",34.485332,72.09169,23388,855,9385,13148,"Khyber Pakhtunkhwa, Pakistan",76.62325370287574,3.6557208825038483
Punjab,Pakistan,"2020-06-24 04:33:28",30.811346,72.13913199999998,69536,1516,19935,48085,"Punjab, Pakistan",63.2073961234312,2.180165669581224
Sindh,Pakistan,"2020-06-24 04:33:28",26.009446,68.77680699999999,72656,1124,38401,33131,"Sindh, Pakistan",151.7268567416428,1.547016075754239
"Azad Jammu and Kashmir",Pakistan,"2020-06-25 05:26:54",34.027401,73.947253,930,25,390,515,"Azad Jammu and Kashmir, Pakistan",22.989267225759047,2.6881720430107525
Balochistan,Pakistan,"2020-06-25 05:26:54",28.328492,65.898403,9817,108,3710,5999,"Balochistan, Pakistan",79.52588734915437,1.1001324233472547
Gilgit-Baltistan,Pakistan,"2020-06-25 05:26:54",35.792146,74.982138,1365,23,995,347,"Gilgit-Baltistan, Pakistan",134.67063410629999,1.684981684981685
Islamabad,Pakistan,"2020-06-25 05:26:54",33.665087,73.121219,11710,115,5424,6171,"Islamabad, Pakistan",583.5823484031473,0.982066609735269
"Khyber Pakhtunkhwa",Pakistan,"2020-06-25 05:26:54",34.485332,72.09169,23887,869,11097,11921,"Khyber Pakhtunkhwa, Pakistan",78.25806658117807,3.637962071419601
Punjab,Pakistan,"2020-06-25 05:26:54",30.811346,72.13913199999998,71191,1602,20262,49327,"Punjab, Pakistan",64.71177141945454,2.250284446067621
Sindh,Pakistan,"2020-06-25 05:26:54",26.009446,68.77680699999999,74070,1161,39429,33480,"Sindh, Pakistan",154.6796999401767,1.5674362089914946
"Azad Jammu and Kashmir",Pakistan,"2020-06-26 04:33:43",34.027401,73.947253,962,25,395,542,"Azad Jammu and Kashmir, Pakistan",23.78029577546259,2.598752598752599
Balochistan,Pakistan,"2020-06-26 04:33:43",28.328492,65.898403,9946,109,3737,6100,"Balochistan, Pakistan",80.57089493477532,1.0959179569676252
Gilgit-Baltistan,Pakistan,"2020-06-26 04:33:43",35.792146,74.982138,1398,23,999,376,"Gilgit-Baltistan, Pakistan",137.92640767810067,1.6452074391988556
Islamabad,Pakistan,"2020-06-26 04:33:43",33.665087,73.121219,11981,119,5839,6023,"Islamabad, Pakistan",597.0879689340826,0.9932392955512895
"Khyber Pakhtunkhwa",Pakistan,"2020-06-26 04:33:43",34.485332,72.09169,24303,879,11449,11975,"Khyber Pakhtunkhwa, Pakistan",79.6209566761155,3.6168374274780892
Punjab,Pakistan,"2020-06-26 04:33:43",30.811346,72.13913199999998,71987,1629,21009,49349,"Punjab, Pakistan",65.43532594249658,2.262908580715963
Sindh,Pakistan,"2020-06-26 04:33:43",26.009446,68.77680699999999,75168,1178,40740,33250,"Sindh, Pakistan",156.9726432442717,1.5671562366964666
